date,open,high,low,close,volume,adj_close,pos,neu,neg,pos_minus_neg,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30,log_return,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,delta_1,delta_5,delta_10,mom_10,open_l,high_l,low_l,close_l,adj_close_l,volume_l,dow
2008-09-03,11506.009766,11554.379883,11416.530273,11532.879883,174250000,11532.879883,0.0920999,0.7119307,0.1959694,-0.10386951,-0.39227974,-0.2529086,-0.6306401,0.6622071,0.41960853,-0.6870386,0.08291378,0.14043015,-0.33539638,0.51057655,0.3034326,-0.16272628,0.44180548,-0.50162786,-0.4030879,0.5306187,0.045355484,-344.6494139999995,-311.91992199999913,-22.139648999998826,-302.1494139999995,-263.9599610000005,-99.16992199999913,-110.88964899999883,-615.3701170000004,-473.8603519999997,-923.2197269999997,-513.189452999999,-144.43945299999905,-517.189452999999,-678.7099610000005,-707.7099610000005,-510.82031300000017,-389.75,-1167.4296880000002,-682.2197269999997,-701.8095709999998,-1050.0302739999988,-1207.5,-1577.3798829999996,-2085.769531,-2274.780273999999,-2953.689452999999,-3081.689452999999,-2145.269531,-2221.889648999999,-2954.9697269999997,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,0.01832015804643471,0.007823575841353066,0.0023351891617093014,-0.021014618585640604,0.01716125873317864,15.959961000000476,120.00976599999922,184.33007799999905,0.016112110840278204,11545.629883,11790.169922,11471.900391,11516.919922,11516.919922,18.992168641531826,2
2008-09-04,11532.480469,11532.480469,11176.019531,11188.230469,229200000,11188.230469,0.11934523,0.70591855,0.1747362,-0.055390965,-0.44635198,-0.21390402,-0.6724793,0.6102147,0.5645563,-0.5355835,0.0338791,0.16513959,-0.25052154,0.4053647,0.43292835,-0.28874183,0.44193932,-0.4649463,-0.34376878,0.4717313,0.10904119,32.72949200000039,322.5097650000007,42.5,80.68945299999905,245.4794920000004,233.7597650000007,-270.72070300000087,-129.21093800000017,-578.5703130000002,-168.54003899999952,200.20996100000048,-172.54003899999952,-334.06054700000095,-363.06054700000095,-166.17089900000065,-45.100586000000476,-822.7802740000006,-337.57031300000017,-357.16015700000025,-705.3808599999993,-862.8505860000005,-1232.730469,-1741.1201170000004,-1930.1308599999993,-2609.0400389999995,-2737.0400389999995,-1800.6201170000004,-1877.2402349999993,-2610.320313,-2208.970703000001,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,0.01832015804643471,0.007823575841353066,0.0023351891617093014,-0.021014618585640604,-344.6494139999995,-314.27929699999913,-229.19921900000008,-0.020278733004341198,11506.009766,11554.379883,11416.530273,11532.879883,11532.879883,18.976001613343787,3
2008-09-05,11185.629883,11245.150391,11037.849609,11220.959961,198300000,11220.959961,0.0648866,0.8541649,0.080948494,-0.01606189,-0.4607499,-0.17232834,-0.6655219,0.6352313,0.44364753,-0.6476355,0.04786077,0.17521653,-0.28920382,0.37737018,0.67663556,-0.39679375,0.5958701,-0.4147346,-0.3458163,0.7546487,0.123507194,289.7802730000003,9.770507999999609,47.95996099999866,212.75,201.0302730000003,-303.45019500000126,-161.94043000000056,-611.2998050000006,-201.26953099999992,167.48046900000008,-205.26953099999992,-366.79003900000134,-395.79003900000134,-198.90039100000104,-77.83007800000087,-855.509766000001,-370.29980500000056,-389.88964900000065,-738.1103519999997,-895.5800780000009,-1265.4599610000005,-1773.8496090000008,-1962.8603519999997,-2641.769531,-2769.769531,-1833.3496090000008,-1909.9697269999997,-2643.0498050000006,-2241.7001950000013,-2368.740234000001,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,0.01832015804643471,0.007823575841353066,0.0023351891617093014,32.72949200000039,-494.2197269999997,-209.25,-0.018476392473282623,11532.480469,11532.480469,11176.019531,11188.230469,11188.230469,19.25010554716786,4
2008-09-08,11224.870117,11570.660156,11224.790039,11510.740234,273000000,11510.740234,0.0003998439,0.8685991,0.13100106,-0.13060121,-0.49865073,-0.16492671,-0.78901595,0.63914776,0.30855307,-0.61378425,-0.04249101,0.19118023,-0.3303746,0.4109498,0.76403207,-0.1865446,0.5855504,-0.48917904,-0.4001085,0.70577675,0.15708251,-280.0097650000007,-241.82031200000165,-77.0302730000003,-88.75,-593.2304680000016,-451.72070300000087,-901.0800780000009,-491.0498040000002,-122.29980400000022,-495.0498040000002,-656.5703120000016,-685.5703120000016,-488.68066400000134,-367.6103510000012,-1145.2900390000013,-660.0800780000009,-679.669922000001,-1027.890625,-1185.3603510000012,-1555.2402340000008,-2063.629882000001,-2252.640625,-2931.549804,-3059.549804,-2123.129882000001,-2199.75,-2932.830078000001,-2531.4804680000016,-2658.520507000001,-2245.3105460000006,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,0.01832015804643471,0.007823575841353066,289.7802730000003,-33.21972699999969,-117.31933599999866,-0.010140572746458736,11185.629883,11245.150391,11037.849609,11220.959961,11220.959961,19.10529159853289,0
2008-09-09,11514.730469,11577.5,11230.730469,11230.730469,257300000,11230.730469,0.004610341,0.76347804,0.23191166,-0.22730131,-0.42432153,-0.31618002,-0.654269,0.74344885,0.33242607,-0.6638233,-0.013205845,0.04521043,-0.2666909,0.46990022,0.5711749,-0.19503498,0.47783434,-0.452085,-0.5170367,0.68938994,0.17704517,38.18945299999905,202.9794920000004,191.2597650000007,-313.22070300000087,-171.71093800000017,-621.0703130000002,-211.04003899999952,157.70996100000048,-215.04003899999952,-376.56054700000095,-405.56054700000095,-208.67089900000065,-87.60058600000048,-865.2802740000006,-380.07031300000017,-399.66015700000025,-747.8808599999993,-905.3505860000005,-1275.230469,-1783.6201170000004,-1972.6308599999993,-2651.5400389999995,-2779.5400389999995,-1843.1201170000004,-1919.7402349999993,-2652.820313,-2251.470703000001,-2378.5107420000004,-1965.300781,-2197.070313,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,0.01832015804643471,-280.0097650000007,-286.18945299999905,-155.51953099999992,-0.013752674226449858,11224.870117,11570.660156,11224.790039,11510.740234,11510.740234,19.424982356812237,1
2008-09-10,11233.910156,11380.629883,11215.259766,11268.919922,214260000,11268.919922,0.043960415,0.7739335,0.18210614,-0.1381457,-0.52020335,-0.2895564,-0.7966654,0.82303274,0.4463201,-0.78360456,-0.080373935,0.2527403,-0.354228,0.4364225,0.5912604,-0.33258018,0.6813328,-0.5322205,-0.45243445,0.7364368,0.19542292,164.79003900000134,153.07031200000165,-351.4101559999999,-209.90039099999922,-659.2597659999992,-249.22949199999857,119.52050800000143,-253.22949199999857,-414.75,-443.75,-246.8603519999997,-125.79003899999952,-903.4697269999997,-418.2597659999992,-437.8496099999993,-786.0703129999984,-943.5400389999995,-1313.4199219999991,-1821.8095699999994,-2010.8203129999984,-2689.7294919999986,-2817.7294919999986,-1881.3095699999994,-1957.9296879999984,-2691.009765999999,-2289.660156,-2416.7001949999994,-2003.490233999999,-2235.259765999999,-2749.7099609999987,0.003394674051404242,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,-0.014723057042668143,38.18945299999905,-263.9599610000005,-143.95019500000126,-0.01269318933675495,11514.730469,11577.5,11230.730469,11230.730469,11230.730469,19.365753281138485,2
2008-09-11,11264.44043,11445.679688,11098.669922,11433.709961,247820000,11433.709961,0.09727076,0.72652024,0.17620899,-0.07893823,-0.4859009,-0.18712547,-0.769322,0.8319952,0.3973009,-0.59260446,0.13677402,0.22468916,-0.32010955,0.4267037,0.45841107,-0.050516754,0.41881043,-0.46410474,-0.45131972,0.56819427,0.0677694,-11.719726999999693,-516.2001950000013,-374.69043000000056,-824.0498050000006,-414.0195309999999,-45.269530999999915,-418.0195309999999,-579.5400390000013,-608.5400390000013,-411.65039100000104,-290.58007800000087,-1068.259766000001,-583.0498050000006,-602.6396490000006,-950.8603519999997,-1108.3300780000009,-1478.2099610000005,-1986.5996090000008,-2175.6103519999997,-2854.519531,-2982.519531,-2046.0996090000008,-2122.7197269999997,-2855.7998050000006,-2454.4501950000013,-2581.490234000001,-2168.2802730000003,-2400.0498050000006,-2914.5,-2742.4599610000005,0.01451751925473364,0.003394674051404242,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-0.002345101447075259,164.79003900000134,245.4794920000004,-68.79980499999874,-0.005999245923374517,11233.910156,11380.629883,11215.259766,11268.919922,11268.919922,19.182700793465912,3
2008-09-12,11429.320312,11459.929688,11280.400391,11421.990234,238890000,11421.990234,0.0005130737,0.8433254,0.15616156,-0.15564848,-0.4405698,-0.35605416,-0.7366802,0.72182685,0.40006593,-0.6421535,0.14369278,0.14769243,-0.17521401,0.43183663,0.46255463,-0.26209888,0.61707,-0.58749056,-0.45359635,0.6962997,0.22240692,-504.48046800000157,-362.97070300000087,-812.3300780000009,-402.2998040000002,-33.54980400000022,-406.2998040000002,-567.8203120000016,-596.8203120000016,-399.93066400000134,-278.8603510000012,-1056.5400390000013,-571.3300780000009,-590.919922000001,-939.140625,-1096.6103510000012,-1466.4902340000008,-1974.879882000001,-2163.890625,-2842.799804,-2970.799804,-2034.379882000001,-2111.0,-2844.080078000001,-2442.7304680000016,-2569.770507000001,-2156.5605460000006,-2388.330078000001,-2902.7802730000003,-2730.740234000001,-3043.0400390000013,-0.0010255409308994217,0.01451751925473364,0.003394674051404242,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,0.0013848244831283975,-11.719726999999693,201.0302730000003,-293.1894539999994,-0.025344944900708488,11264.44043,11445.679688,11098.669922,11433.709961,11433.709961,19.328213238187807,4
2008-09-15,11416.370117,11416.450195,10917.509766,10917.509766,432970000,10917.509766,0.04577913,0.60534906,0.34887183,-0.3030927,-0.42524272,-0.36299688,-0.6670407,0.7070634,0.24033731,-0.53939605,-0.0696785,0.262507,-0.2319473,0.4732432,0.52036357,-0.24354845,0.4977375,-0.39188966,-0.508225,0.63131875,0.32415447,141.5097650000007,-307.8496099999993,102.18066400000134,470.93066400000134,98.18066400000134,-63.339844000000085,-92.33984400000008,104.54980400000022,225.6201170000004,-552.0595709999998,-66.8496099999993,-86.43945399999939,-434.66015699999843,-592.1298829999996,-962.0097659999992,-1470.3994139999995,-1659.4101569999984,-2338.3193359999987,-2466.3193359999987,-1529.8994139999995,-1606.5195319999984,-2339.5996099999993,-1938.25,-2065.2900389999995,-1652.080077999999,-1883.8496099999993,-2398.2998049999987,-2226.259765999999,-2538.559571,-2741.7397459999993,-0.045172564321357,-0.0010255409308994217,0.01451751925473364,0.003394674051404242,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,-0.030339701331871177,-504.48046800000157,-593.2304680000016,-626.4501950000013,-0.055794452179397366,11429.320312,11459.929688,11280.400391,11421.990234,11421.990234,19.291513757087763,0
2008-09-16,10905.620117,11093.219727,10742.700195,11059.019531,494760000,11059.019531,0.037859302,0.6498573,0.31228343,-0.27442414,-0.37904805,-0.19830379,-0.9106145,0.7911175,0.3184944,-0.52747554,0.05185853,0.1921452,-0.32283568,0.31301624,0.5206643,-0.13809086,0.470847,-0.4020525,-0.48496282,0.60426706,0.23732044,-449.359375,-39.329100999999355,329.42089900000065,-43.329100999999355,-204.84960900000078,-233.84960900000078,-36.959961000000476,84.1103519999997,-693.5693360000005,-208.359375,-227.94921900000008,-576.1699219999991,-733.6396480000003,-1103.519531,-1611.9091790000002,-1800.9199219999991,-2479.8291009999994,-2607.8291009999994,-1671.4091790000002,-1748.0292969999991,-2481.109375,-2079.7597650000007,-2206.799804,-1793.5898429999997,-2025.359375,-2539.8095699999994,-2367.769531,-2680.0693360000005,-2883.249511,-1993.8994139999995,0.012878441260231136,-0.045172564321357,-0.0010255409308994217,0.01451751925473364,0.003394674051404242,-0.0246267200656317,0.025497078460002535,0.0029210796681683956,141.5097650000007,-171.71093800000017,-457.9003909999992,-0.040570909472091035,11416.370117,11416.450195,10917.509766,10917.509766,10917.509766,19.886179001811477,1
2008-09-17,11056.580078,11057.30957,10595.900391,10609.660156,463200000,10609.660156,0.020131603,0.6950844,0.284784,-0.26465237,-0.58098245,-0.31130877,-0.79895693,0.7841743,0.4224896,-0.6158646,0.1745183,0.22741288,-0.2696913,0.42716226,0.46451178,-0.18893997,0.46979675,-0.58559096,-0.38967597,0.5486673,0.10131975,410.03027400000065,778.7802740000006,406.03027400000065,244.50976599999922,215.50976599999922,412.3994139999995,533.4697269999997,-244.20996100000048,241.0,221.41015599999992,-126.81054699999913,-284.2802730000003,-654.1601559999999,-1162.5498040000002,-1351.5605469999991,-2030.4697259999994,-2158.4697259999994,-1222.0498040000002,-1298.6699219999991,-2031.75,-1630.4003900000007,-1757.4404290000002,-1344.2304679999997,-1576.0,-2090.4501949999994,-1918.410156,-2230.7099610000005,-2433.890136,-1544.5400389999995,-1618.7001949999994,-0.04148142058887108,0.012878441260231136,-0.045172564321357,-0.0010255409308994217,0.01451751925473364,0.003394674051404242,-0.0246267200656317,0.025497078460002535,-449.359375,-659.2597659999992,-923.2197269999997,-0.08343715454409065,10905.620117,11093.219727,10742.700195,11059.019531,11059.019531,20.019583356492266,2
2008-09-18,10609.009766,11076.44043,10459.44043,11019.69043,488060000,11019.69043,0.07662123,0.75173545,0.17164333,-0.09502211,-0.51605093,-0.40794098,-0.8253996,0.6455137,0.48160934,-0.67196935,0.124888465,0.27682668,-0.20296511,0.415,0.42144752,-0.17115329,0.41948003,-0.45026192,-0.41807038,0.56021005,0.15106197,368.75,-4.0,-165.52050800000143,-194.52050800000143,2.369139999998879,123.43945299999905,-654.2402350000011,-169.03027400000065,-188.62011800000073,-536.8408209999998,-694.310547000001,-1064.1904300000006,-1572.5800780000009,-1761.5908209999998,-2440.5,-2568.5,-1632.0800780000009,-1708.7001959999998,-2441.7802740000006,-2040.4306640000013,-2167.470703000001,-1754.2607420000004,-1986.0302740000006,-2500.480469,-2328.4404300000006,-2640.740235000001,-2843.9204100000006,-1954.5703130000002,-2028.730469,-1839.0,0.03791879010297395,-0.04148142058887108,0.012878441260231136,-0.045172564321357,-0.0010255409308994217,0.01451751925473364,0.003394674051404242,-0.0246267200656317,410.03027400000065,-414.0195309999999,-168.54003899999952,-0.01517866310924555,11056.580078,11057.30957,10595.900391,10609.660156,10609.660156,19.953669486381955,3
