date,open,high,low,close,volume,adj_close,pos,neu,neg,pos_minus_neg,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,log_return,target,rsi,macd,h_bollinger,l_bollinger,lag_5,sma_5,ema_5,lag_10,sma_10,ema_10,lag_25,sma_25,ema_25,lag_50,sma_50,ema_50,quarter,dow,q_mean,q_std,q_skew
2008-08-22,11426.790039,11632.129883,11426.790039,11628.05957,138790000,11628.05957,0.7380093,0.10060889,0.16138184,0.57662743,-0.44253075,-0.16207725,-0.6680544,0.77578133,0.36518613,-0.70213693,0.009045593,0.13411772,-0.3248162,0.43194208,0.51077366,-0.18958707,0.57507676,-0.49250257,-0.42605618,0.64751166,0.2469068,0.01716125873317864,-0.03647976844068804,,,,,0.0037782330561554295,-0.0005469064854899369,0.004848170078132305,,-0.0009096802235739846,0.0020665461180641147,,,,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-08-25,11626.19043,11626.269531,11362.629883,11386.25,148610000,11386.25,0.9025803,0.0030247986,0.09439488,0.8081854,-0.6029998,-0.23857683,-0.7819186,0.68107414,0.45907393,-0.6909268,0.060680747,0.11702786,-0.27738115,0.35032016,0.5905223,-0.34994423,0.6423496,-0.37013546,-0.2693483,0.7884388,0.2563113,-0.021014618585640604,-0.05241625038455436,,,,,-0.015602415162466429,-0.0016293471701247723,-0.0037727594764586643,0.004084707906469463,-0.0034196128727849912,-0.002130029282609471,,,,,,,3,0,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-08-26,11383.55957,11436.240234,11340.410156,11412.870117,119800000,11412.870117,0.69324416,0.047057323,0.25969848,0.43354568,-0.5072811,-0.14179443,-0.83126974,0.6656175,0.39479864,-0.76548004,0.04475483,0.16529483,-0.44900128,0.44744098,0.5820776,-0.25268143,0.63300914,-0.40661904,-0.48837772,0.6671891,0.28486902,0.0023351891617093014,-0.020210110100943143,,,,,-0.011463257648020121,0.0011303421918211123,-0.001736776597069343,-0.011943020148448598,-0.0019917919417692014,-0.0013181713836424211,,,,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-08-27,11412.459961,11554.459961,11381.769531,11502.509766,120580000,11502.509766,0.83424777,0.0653926,0.10035963,0.73388815,-0.4606965,-0.28955513,-0.84814316,0.73776686,0.5074971,-0.69618094,0.08117864,0.121433,-0.2356015,0.5830157,0.6585505,-0.20801601,0.59321856,-0.40450424,-0.39943287,0.7020899,0.40952483,0.007823575841353066,-0.07615924821619739,53.039403404877575,,,,0.0060511425127483705,0.0014848288575420514,0.0014500075490714596,-0.009450576108441923,-0.0002643767467897025,0.00034396447544766755,,,,,,,3,2,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-08-28,11499.870117,11715.179688,11499.790039,11715.179688,149150000,11715.179688,0.77516955,0.14336048,0.08146999,0.6936996,-0.47029424,-0.30033168,-0.6900523,0.7316711,0.51439947,-0.6922419,-0.00081375154,0.089749515,-0.40589643,0.52703047,0.47890222,-0.26153892,0.5006348,-0.5219831,-0.4309154,0.67331594,0.19964989,0.01832015804643471,-0.015032242833789249,57.03464177279846,,,,0.0011187391371098511,0.004925112639407024,0.007073391048192543,0.007168385485975469,0.0008508005092562216,0.003612363306536221,,,,,,,3,3,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-08-29,11713.230469,11713.230469,11543.389648,11543.959961,166910000,11543.959961,0.7396823,0.0006093018,0.25970843,0.47997388,-0.5082333,-0.23152596,-0.9201336,0.7221017,0.3469308,-0.77112067,0.12840767,0.121762276,-0.18397976,0.5396026,0.6914149,-0.12271901,0.62275994,-0.20737976,-0.34965324,0.6490564,0.30540472,-0.014723057042668143,0.10508346149108455,44.26705564974148,,,,0.01716125873317864,-0.0014517505157623334,-0.00019209164876101813,0.0037782330561554295,-0.0009993285006261357,0.0002786505157717908,,,,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-02,11545.629883,11790.169922,11471.900391,11516.919922,177090000,11516.919922,0.7343406,0.0037296957,0.26192975,0.47241086,-0.42215133,-0.22657298,-0.6653039,0.7185506,0.3260587,-0.65451455,0.05888617,0.09016676,-0.2579942,0.48606336,0.67360324,-0.12610032,0.5127249,-0.19945341,-0.47900426,0.5734755,0.2570195,-0.002345101447075259,-0.008195324188641459,48.88325519403492,,,,-0.021014618585640604,0.0022821529119507354,-0.0009097615815324316,-0.015602415162466429,0.0003264028709129813,-0.0001983952956549455,,,,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-03,11506.009766,11554.379883,11416.530273,11532.879883,174250000,11532.879883,0.7119307,0.0920999,0.1959694,0.5159613,-0.39227974,-0.2529086,-0.6306401,0.6622071,0.41960853,-0.6870386,0.08291378,0.14043015,-0.33539638,0.51057655,0.3034326,-0.16272628,0.44180548,-0.50162786,-0.4030879,0.5306187,0.045355484,0.0013848244831283975,-0.08200513576918234,50.22124434862836,,,,0.0023351891617093014,0.0020920799762345547,-0.00014489955997882198,-0.011463257648020121,0.0016112110840278333,8.946284594202599e-05,,,,,,,3,2,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-04,11532.480469,11532.480469,11176.019531,11188.230469,229200000,11188.230469,0.70591855,0.11934523,0.1747362,0.53118235,-0.44635198,-0.21390402,-0.6724793,0.6102147,0.5645563,-0.5355835,0.0338791,0.16513959,-0.25052154,0.4053647,0.43292835,-0.28874183,0.44193932,-0.4649463,-0.34376878,0.4717313,0.10904119,-0.030339701331871177,0.04572713524360647,40.508983024094064,,,,0.007823575841353066,-0.005540575458410293,-0.01020983348394294,0.0060511425127483705,-0.0020278733004341215,-0.00544311245911492,,,,,,,3,3,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-05,11185.629883,11245.150391,11037.849609,11220.959961,198300000,11220.959961,0.8541649,0.0648866,0.080948494,0.7732164,-0.4607499,-0.17232834,-0.6655219,0.6352313,0.44364753,-0.6476355,0.04786077,0.17521653,-0.28920382,0.37737018,0.67663556,-0.39679375,0.5958701,-0.4147346,-0.3458163,0.7546487,0.123507194,0.0029210796681683956,-0.014249203332555133,51.17086574535757,,,,0.01832015804643471,-0.008620391134063557,-0.005832862433239162,0.0011187391371098511,-0.0018476392473282671,-0.003922350254154316,,,,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-08,11224.870117,11570.660156,11224.790039,11510.740234,273000000,11510.740234,0.8685991,0.0003998439,0.13100106,0.73759806,-0.49865073,-0.16492671,-0.78901595,0.63914776,0.30855307,-0.61378425,-0.04249101,0.19118023,-0.3303746,0.4109498,0.76403207,-0.1865446,0.5855504,-0.48917904,-0.4001085,0.70577675,0.15708251,0.025497078460002535,0.045621992031056616,56.82670338090291,,0.026057494443504865,-0.027981231941724728,-0.014723057042668143,-0.0005763640335294216,0.004610451197841404,0.01716125873317864,-0.0010140572746458777,0.0014266367847832937,,,,,,,3,0,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-09,11514.730469,11577.5,11230.730469,11230.730469,257300000,11230.730469,0.76347804,0.004610341,0.23191166,0.5315664,-0.42432153,-0.31618002,-0.654269,0.74344885,0.33242607,-0.6638233,-0.013205845,0.04521043,-0.2666909,0.46990022,0.5711749,-0.19503498,0.47783434,-0.452085,-0.5170367,0.68938994,0.17704517,-0.0246267200656317,-0.02533261801776214,44.50194113808236,,0.026389952522531204,-0.031184832817961184,-0.002345101447075259,-0.0050326877572407095,-0.00513527255664963,-0.021014618585640604,-0.0013752674226449873,-0.003310337188019433,,,,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-10,11233.910156,11380.629883,11215.259766,11268.919922,214260000,11268.919922,0.7739335,0.043960415,0.18210614,0.59182733,-0.52020335,-0.2895564,-0.7966654,0.82303274,0.4463201,-0.78360456,-0.080373935,0.2527403,-0.354228,0.4364225,0.5912604,-0.33258018,0.6813328,-0.5322205,-0.45243445,0.7364368,0.19542292,0.003394674051404242,-0.05863400923447799,50.91160645631755,,0.026914980570317666,-0.03017609144576236,0.0013848244831283975,-0.00463071784358554,-0.0022919570206316733,0.0023351891617093014,-0.001269318933675493,-0.002091244235396946,,,,,,,3,2,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-11,11264.44043,11445.679688,11098.669922,11433.709961,247820000,11433.709961,0.72652024,0.09727076,0.17620899,0.55031127,-0.4859009,-0.18712547,-0.769322,0.8319952,0.3973009,-0.59260446,0.13677402,0.22468916,-0.32010955,0.4267037,0.45841107,-0.050516754,0.41881043,-0.46410474,-0.45131972,0.56819427,0.0677694,0.01451751925473364,0.01999316347149387,53.22110836649113,,0.028705873433478444,-0.029570174772605585,-0.030339701331871177,0.004340726273735423,0.0033112017378234306,0.007823575841353066,-0.000599924592337436,0.000928530944626797,,,,,,,3,3,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-12,11429.320312,11459.929688,11280.400391,11421.990234,238890000,11421.990234,0.8433254,0.0005130737,0.15616156,0.6871638,-0.4405698,-0.35605416,-0.7366802,0.72182685,0.40006593,-0.6421535,0.14369278,0.14769243,-0.17521401,0.43183663,0.46255463,-0.26209888,0.61707,-0.58749056,-0.45359635,0.6962997,0.22240692,-0.0010255409308994217,-0.036594140844340525,49.702105566433865,,0.028086855655206168,-0.029770549636020792,0.0029210796681683956,0.003551402153921859,0.0018656208482491466,0.01832015804643471,-0.002534494490070849,0.0005732451490765754,,,,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-15,11416.370117,11416.450195,10917.509766,10917.509766,432970000,10917.509766,0.60534906,0.04577913,0.34887183,0.25647724,-0.42524272,-0.36299688,-0.6670407,0.7070634,0.24033731,-0.53939605,-0.0696785,0.262507,-0.2319473,0.4732432,0.52036357,-0.24354845,0.4977375,-0.39188966,-0.508225,0.63131875,0.32415447,-0.045172564321357,-0.02454772719029575,41.340959170349144,,0.03137589120115334,-0.03795466491971921,0.025497078460002535,-0.010582526402350047,-0.013813774208286236,-0.014723057042668143,-0.0055794452179397346,-0.007744174754638621,,-0.0028860002797579543,-0.003276298389844423,,,,3,0,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-16,10905.620117,11093.219727,10742.700195,11059.019531,494760000,11059.019531,0.6498573,0.037859302,0.31228343,0.33757386,-0.37904805,-0.19830379,-0.9106145,0.7911175,0.3184944,-0.52747554,0.05185853,0.1921452,-0.32283568,0.31301624,0.5206643,-0.13809086,0.470847,-0.4020525,-0.48496282,0.60426706,0.23732044,0.012878441260231136,0.10325919035687905,52.62643997317512,,0.032999072079192726,-0.036729760155488844,-0.0246267200656317,-0.003081494137177481,-0.004916369052113781,-0.002345101447075259,-0.004057090947209095,-0.003994608206480483,0.004084707906469463,-0.0025342509456074873,-0.0020336261090693804,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-17,11056.580078,11057.30957,10595.900391,10609.660156,463200000,10609.660156,0.6950844,0.020131603,0.284784,0.4103004,-0.58098245,-0.31130877,-0.79895693,0.7841743,0.4224896,-0.6158646,0.1745183,0.22741288,-0.2696913,0.42716226,0.46451178,-0.18893997,0.46979675,-0.58559096,-0.38967597,0.5486673,0.10131975,-0.04148142058887108,-0.008214470991621821,44.07514084670314,,0.03538912583208195,-0.042121630202463164,0.003394674051404242,-0.012056713065232547,-0.017104719564366214,0.0013848244831283975,-0.008343715454409043,-0.010810392276006046,-0.011943020148448598,-0.0037157869632243865,-0.005068071838284897,,,,3,2,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-18,10609.009766,11076.44043,10459.44043,11019.69043,488060000,11019.69043,0.75173545,0.07662123,0.17164333,0.5800921,-0.51605093,-0.40794098,-0.8253996,0.6455137,0.48160934,-0.67196935,0.124888465,0.27682668,-0.20296511,0.415,0.42144752,-0.17115329,0.41948003,-0.45026192,-0.41807038,0.56021005,0.15106197,0.03791879010297395,0.02088278828219089,55.45955427410756,,0.040829680991193135,-0.044375420602551785,0.01451751925473364,-0.007376458895584486,0.001236450324747172,-0.030339701331871177,-0.0015178663109245301,-0.001950540934373318,-0.009450576108441923,-0.0018210123147677517,-0.0017613901504957546,,,,3,3,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-19,11027.509766,11483.049805,11026.700195,11388.44043,655110000,11388.44043,0.7720756,0.00051291735,0.22741146,0.54466414,-0.4252465,-0.32803762,-0.6813458,0.6875262,0.30891022,-0.6514852,0.108574994,0.13741559,-0.20603743,0.45537606,0.6116682,-0.2678638,0.5442976,-0.55993605,-0.39881974,0.59064484,0.17815551,0.03291513191025721,0.015597600777653714,54.70381148862645,,0.04502586975614824,-0.04539197009019215,-0.0010255409308994217,-0.0005883243273531582,0.011796010853250518,0.0029210796681683956,0.0014815389132843508,0.0043886723101049605,0.007168385485975469,-0.0007911424577964824,0.0009060346234083195,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-22,11394.419922,11394.580078,10992.200195,11015.69043,213210000,11015.69043,0.6193008,0.10086397,0.2798352,0.3394656,-0.39136714,-0.22338969,-0.9052609,0.67857623,0.28885892,-0.6221745,0.10887081,0.2963575,-0.27726892,0.4003085,0.6656881,-0.17957401,0.47273245,-0.31969294,-0.44293186,0.65791464,0.14122817,-0.03327818440926763,-0.0005556162645094122,45.81032247825695,,0.043956499706665556,-0.049366544354954106,-0.045172564321357,0.0017905516550647163,-0.003228720900922197,0.025497078460002535,-0.004395987373642665,-0.002459847093417329,0.0037782330561554295,-0.002273399156413405,-0.0017235206867975226,,,,3,0,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-23,11015.69043,11143.209961,10833.94043,10854.169922,204480000,10854.169922,0.6403609,0.09395276,0.2656864,0.3746745,-0.64878726,-0.41924146,-0.8566203,0.88074094,0.31151295,-0.5497242,0.05955472,0.22789375,-0.26618716,0.34058562,0.48350522,-0.13599177,0.50333005,-0.54090405,-0.41022396,0.655172,0.22074825,-0.014771328418659488,0.03224860246557098,48.33915062712137,,0.04385623662952519,-0.04864195226111562,0.012878441260231136,-0.003739402280713408,-0.00707625674016796,-0.0246267200656317,-0.003410448208945445,-0.004698298243461357,-0.015602415162466429,-0.002240155686661127,-0.0027271982046330585,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-24,10850.019531,10928.400391,10753.570312,10825.169922,183630000,10825.169922,0.644073,0.038412124,0.3175148,0.32655826,-0.44415465,-0.1978231,-0.76959765,0.69918895,0.33944824,-0.5310048,0.12778668,0.10374572,-0.21569005,0.42449906,0.5719059,-0.21415097,0.5481937,-0.39877152,-0.43145066,0.65231633,0.22641496,-0.002675359813175934,-0.05181253677221581,49.98208795801115,,0.043554804709022,-0.04884157523810096,-0.04148142058887108,0.004021809874425622,-0.005609291097837285,0.003394674051404242,-0.004017451595403463,-0.004330491256136734,-0.011463257648020121,-0.0018886397732673593,-0.0027232106360594336,,,,3,2,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-25,10827.169922,11129.19043,10827.009766,11022.05957,218530000,11022.05957,0.7650974,0.031438213,0.20346446,0.5616329,-0.59656954,-0.4012691,-0.7450163,0.7774792,0.33530793,-0.54483217,0.100344524,0.05662368,-0.27365187,0.3902486,0.5180555,-0.10019313,0.560508,-0.6250799,-0.35639718,0.74439645,0.28555316,0.018024709143891406,-0.049741457272195706,52.751353803641315,,0.04473622117401095,-0.04900287837283607,0.03791879010297395,4.299368260911249e-05,0.0022687089827389444,0.01451751925473364,-0.0036667326064876863,-0.0002659093652225262,0.0060511425127483705,-0.001409697108021638,-0.001127216806832446,,,,3,3,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-26,11019.040039,11168.05957,10868.820312,11143.129883,232560000,11143.129883,0.88663375,0.05211577,0.0612505,0.82538325,-0.5397068,-0.35498202,-0.86742884,0.6807888,0.4385381,-0.66425484,0.17016049,0.25319162,-0.2987076,0.40211383,0.7024359,-0.34894177,0.5871129,-0.4250142,-0.3230125,0.667738,0.10073372,0.010924473922523131,0.028122619839357686,51.69413234624939,0.0017657278391019062,0.04382873318257607,-0.04883495879379234,0.03291513191025721,-0.004355137914937704,0.005153963962667007,-0.0010255409308994217,-0.0024717311211454305,0.001768705778003957,0.0011187391371098511,-0.0010174677166051068,-0.00020016367380509392,,,,3,4,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-29,11139.620117,11139.94043,10365.450195,10365.450195,385940000,10365.450195,0.70711905,0.07650539,0.21637553,0.49074355,-0.5148527,-0.33421147,-0.77874696,0.73575926,0.4129783,-0.6731134,0.08829189,0.22307566,-0.3224572,0.35696903,0.47810516,-0.2274218,0.47066528,-0.38986415,-0.585472,0.5831166,0.25447962,-0.07234497491630837,-0.008225946583915107,41.25227222531388,-0.003355698973074187,0.04992536399536278,-0.060693781393943075,-0.03327818440926763,-0.012168496016345851,-0.020679015663658117,-0.045172564321357,-0.005188972180640567,-0.011706508893689193,0.01716125873317864,-0.004597717062584587,-0.005749764538613039,,,,3,0,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-09-30,10371.580078,10868.900391,10371.419922,10850.660156,319770000,10850.660156,0.7049902,0.051873766,0.24313605,0.46185416,-0.56934613,-0.4046131,-0.78536344,0.88004994,0.48143744,-0.7412114,0.025272105,0.1639328,-0.18924214,0.56928384,0.51536113,-0.095524505,0.52810186,-0.4264412,-0.36844707,0.6379628,0.40993062,0.04574774290861477,-0.020107151037671255,55.10308434930256,0.0011581234348516484,0.05666159108062944,-0.06262072404364073,-0.014771328418659488,-6.468175089099915e-05,0.001463237193766176,0.012878441260231136,-0.0019020420158022042,-0.0012602812932702902,-0.021014618585640604,-0.0019272226028143721,-0.0017884178119032075,,,,3,1,4.7933927415997456e-05,0.012293592429874671,-0.8377892890536093
2008-10-01,10847.400391,10882.519531,10631.950195,10831.070312,256670000,10831.070312,0.68556243,0.16449338,0.14994416,0.5356183,-0.4976413,-0.3244002,-0.7894041,0.7526613,0.43151054,-0.720387,-0.058660798,0.11162014,-0.39806998,0.31728756,0.44658008,-0.33607838,0.65159065,-0.4908667,-0.44801566,0.8271204,0.2048704,-0.001807037437312443,-0.04846433551730481,49.991707720445,0.0009006354107024403,0.05647150371940009,-0.06274982287445546,-0.002675359813175934,0.00010898272428169872,0.000373145650073303,-0.04148142058887108,0.0020653962993536596,-0.0013596915012779542,0.0023351891617093014,-0.002092911666775242,-0.001789850090780841,,,,4,2,0.0004344664712607579,0.016386344429017263,0.20418672944834526
2008-10-02,10825.540039,10825.540039,10439.519531,10482.849609,395330000,10482.849609,0.80072385,0.05012871,0.14914745,0.6515764,-0.36000624,-0.25192767,-0.72596353,0.7205402,0.528934,-0.79419976,-0.03087976,0.16291775,-0.23833859,0.3124405,0.43814018,-0.34126362,0.5181587,-0.4378662,-0.5075873,0.55197686,0.14620326,-0.03267833338121107,0.06458521024046876,46.94720030143779,-0.0012712713403279236,0.05657630096803793,-0.0630884833280273,0.018024709143891406,-0.010031625780738795,-0.010644014027021486,0.03791879010297395,-0.004994316049064843,-0.007053990024902156,0.007823575841353066,-0.003712988035677807,-0.004165887266967781,,,,4,3,0.0004344664712607579,0.016386344429017263,0.20418672944834526
2008-10-03,10483.959961,10796.259766,10310.25,10325.379883,299690000,10325.379883,0.82598937,0.016603017,0.15740761,0.6685818,-0.56785524,-0.35977328,-0.76732886,0.68066984,0.42199752,-0.65047735,0.13387962,0.288317,-0.2254615,0.40590182,0.3850733,-0.16916029,0.54925793,-0.48212817,-0.47379205,0.76432604,0.026521727,-0.015135620475359168,-0.038999809702741445,48.85337467459728,-0.0014366772947435342,0.05581813493850955,-0.06413598731285168,0.010924473922523131,-0.015243644660315256,-0.01214121617646738,0.03291513191025721,-0.009799391287626481,-0.008523377379530704,0.01832015804643471,-0.0050512191765495615,-0.005009712898382503,,,,4,4,0.0004344664712607579,0.016386344429017263,0.20418672944834526
2008-10-06,10322.519531,10322.759766,9525.320312,9955.5,391460000,9955.5,0.6606132,0.071291886,0.26809493,0.39251822,-0.54914725,-0.3383988,-0.77877253,0.8325249,0.52983564,-0.7843419,0.056971397,0.18298028,-0.34995103,0.3865151,0.34980842,-0.118947856,0.5241173,-0.5596497,-0.4855862,0.58821845,0.21644899,-0.03647976844068804,-0.02668227745930456,46.656848079626336,-0.0028141707046068997,0.05267442825904195,-0.06718996532345313,-0.07234497491630837,-0.008070603365191189,-0.0202540669312076,-0.03327818440926763,-0.01011954969076852,-0.0136063575724684,-0.014723057042668143,-0.0059214876324703595,-0.007430486401636776,,,,4,0,0.0004344664712607579,0.016386344429017263,0.20418672944834526
2008-10-07,9955.419922,10124.030273,9436.669922,9447.110352,362520000,9447.110352,0.614602,0.0603927,0.3250053,0.28959668,-0.50676084,-0.31869805,-0.67643064,0.7217263,0.30961266,-0.5970844,0.03223148,0.20645086,-0.13893808,0.34078744,0.40058354,-0.12064105,0.49511683,-0.38405406,-0.55850744,0.48783252,0.066880874,-0.05241625038455436,0.01810648745055617,45.02893255768503,-0.004527647892283862,0.05405576312082722,-0.07135025321713068,0.04574774290861477,-0.027703402023825013,-0.030974794748989853,-0.014771328418659488,-0.01388404188735801,-0.020662701720120392,-0.002345101447075259,-0.007924333589969523,-0.010890929784938129,,,,4,1,0.0004344664712607579,0.016386344429017263,0.20418672944834526
